Tries,outcome
5949,One pair
5950,One pair
5951,One pair
5952,High card
5953,One pair
5954,Full house
5955,Straight
5956,One pair
5957,One pair
5958,One pair
5959,Two pair
5960,One pair
5961,One pair
5962,Two pair
5963,Two pair
5964,Two pair
5965,One pair
5966,Two pair
5967,One pair
5968,High card
5969,Two pair
5970,Two pair
5971,High card
5972,High card
5973,Two pair
5974,Straight
5975,One pair
5976,One pair
5977,Two pair
5978,High card
5979,Three of a kind
5980,One pair
5981,One pair
5982,One pair
5983,High card
5984,One pair
5985,One pair
5986,Two pair
5987,One pair
5988,One pair
5989,High card
5990,One pair
5991,One pair
5992,One pair
5993,High card
5994,High card
5995,High card
5996,Two pair
5997,Two pair
5998,High card
5999,One pair
6000,Three of a kind
6001,Two pair
6002,High card
6003,Straight
6004,High card
6005,One pair
6006,High card
6007,Straight
6008,High card
6009,One pair
6010,One pair
6011,One pair
6012,Three of a kind
6013,High card
6014,Two pair
6015,High card
6016,Straight
6017,One pair
6018,One pair
6019,Flush
6020,One pair
6021,One pair
6022,One pair
6023,Two pair
6024,Straight
6025,High card
6026,One pair
6027,One pair
6028,Two pair
6029,Two pair
6030,One pair
6031,Two pair
6032,High card
6033,One pair
6034,High card
6035,Three of a kind
6036,One pair
6037,High card
6038,One pair
6039,One pair
6040,Three of a kind
6041,One pair
6042,Two pair
6043,One pair
6044,High card
6045,High card
6046,High card
6047,Two pair
6048,Two pair
6049,One pair
6050,One pair
6051,One pair
6052,High card
6053,One pair
6054,High card
6055,One pair
6056,High card
6057,Full house
6058,One pair
6059,Two pair
6060,One pair
6061,High card
6062,High card
6063,One pair
6064,One pair
6065,Flush
6066,Two pair
6067,High card
6068,One pair
6069,One pair
6070,Two pair
6071,One pair
6072,One pair
6073,One pair
6074,Two pair
6075,Two pair
6076,One pair
6077,Two pair
6078,High card
6079,Two pair
6080,One pair
6081,High card
6082,Two pair
6083,Two pair
6084,High card
6085,Two pair
6086,High card
6087,One pair
6088,Flush
6089,One pair
6090,High card
6091,High card
6092,One pair
6093,One pair
6094,High card
6095,One pair
6096,High card
6097,High card
6098,Three of a kind
6099,High card
6100,High card
6101,One pair
6102,One pair
6103,One pair
6104,High card
6105,Two pair
6106,Three of a kind
6107,One pair
6108,One pair
6109,High card
6110,One pair
6111,One pair
6112,High card
6113,High card
6114,One pair
6115,Two pair
6116,High card
6117,One pair
6118,One pair
6119,One pair
6120,High card
6121,One pair
6122,High card
6123,One pair
6124,Flush
6125,High card
6126,One pair
6127,High card
6128,One pair
6129,Two pair
6130,Full house
6131,Two pair
6132,High card
6133,Full house
6134,One pair
6135,One pair
6136,Two pair
6137,One pair
6138,One pair
6139,One pair
6140,One pair
6141,Two pair
6142,One pair
6143,Straight
6144,One pair
6145,One pair
6146,One pair
6147,High card
6148,One pair
6149,Straight
6150,Two pair
6151,One pair
6152,High card
6153,Two pair
6154,Straight flush
6155,Straight
6156,One pair
6157,One pair
6158,One pair
6159,Two pair
6160,One pair
6161,One pair
6162,Two pair
6163,One pair
6164,One pair
6165,Two pair
6166,One pair
6167,One pair
6168,One pair
6169,One pair
6170,High card
6171,High card
6172,One pair
6173,Full house
6174,One pair
6175,Two pair
6176,One pair
6177,Straight
6178,Three of a kind
6179,High card
6180,Two pair
6181,Two pair
6182,Two pair
6183,Three of a kind
6184,Two pair
6185,One pair
6186,Two pair
6187,Two pair
6188,Three of a kind
6189,One pair
6190,One pair
6191,Two pair
6192,One pair
6193,One pair
6194,One pair
6195,Two pair
6196,One pair
6197,Two pair
6198,One pair
6199,One pair
6200,Two pair
6201,Three of a kind
6202,High card
6203,High card
6204,Full house
6205,Full house
6206,Full house
6207,Two pair
6208,High card
6209,One pair
6210,One pair
6211,One pair
6212,Two pair
6213,Two pair
6214,One pair
6215,One pair
6216,One pair
6217,High card
6218,Two pair
6219,High card
6220,One pair
6221,One pair
6222,Two pair
6223,Two pair
6224,One pair
6225,Full house
6226,Two pair
6227,One pair
6228,One pair
6229,One pair
6230,One pair
6231,One pair
6232,One pair
6233,Two pair
6234,Two pair
6235,One pair
6236,High card
6237,One pair
6238,Two pair
6239,One pair
6240,One pair
6241,One pair
6242,One pair
6243,High card
6244,High card
6245,Two pair
6246,High card
6247,High card
6248,One pair
6249,Two pair
6250,One pair
6251,High card
6252,High card
6253,Two pair
6254,Two pair
6255,One pair
6256,One pair
6257,Flush
6258,One pair
6259,Two pair
6260,Straight
6261,Two pair
6262,Two pair
6263,Straight
6264,Full house
6265,High card
6266,One pair
6267,Straight flush
6268,High card
6269,One pair
6270,One pair
6271,One pair
6272,High card
6273,Three of a kind
6274,High card
6275,One pair
6276,Straight
6277,Two pair
6278,One pair
6279,Two pair
6280,Two pair
6281,One pair
6282,Straight
6283,Two pair
6284,High card
6285,Two pair
6286,One pair
6287,One pair
6288,One pair
6289,Two pair
6290,Two pair
6291,Two pair
6292,Two pair
6293,One pair
6294,One pair
6295,One pair
6296,Two pair
6297,One pair
6298,Three of a kind
6299,One pair
6300,High card
6301,Two pair
6302,Two pair
6303,High card
6304,Two pair
6305,One pair
6306,One pair
6307,One pair
6308,Flush
6309,High card
6310,Two pair
6311,Straight
6312,One pair
6313,Straight
6314,High card
6315,Full house
6316,One pair
6317,One pair
6318,High card
6319,High card
6320,Two pair
6321,One pair
6322,High card
6323,High card
6324,One pair
6325,One pair
6326,One pair
6327,High card
6328,One pair
6329,One pair
6330,One pair
6331,Two pair
6332,Two pair
6333,One pair
6334,One pair
6335,High card
6336,One pair
6337,Two pair
6338,One pair
6339,Three of a kind
6340,High card
6341,One pair
6342,One pair
6343,One pair
6344,One pair
6345,One pair
6346,Two pair
6347,One pair
6348,Flush
6349,One pair
6350,Two pair
6351,One pair
6352,Two pair
6353,One pair
6354,One pair
6355,One pair
6356,Two pair
6357,Straight
6358,Two pair
6359,One pair
6360,One pair
6361,Full house
6362,High card
6363,High card
6364,One pair
6365,Two pair
6366,One pair
6367,Two pair
6368,High card
6369,Two pair
6370,Two pair
6371,High card
6372,One pair
6373,One pair
6374,Two pair
6375,High card
6376,One pair
6377,High card
6378,One pair
6379,One pair
6380,One pair
6381,One pair
6382,Two pair
6383,One pair
6384,High card
6385,One pair
6386,Two pair
6387,High card
6388,One pair
6389,Two pair
6390,Two pair
6391,One pair
6392,Two pair
6393,Straight
6394,One pair
6395,Two pair
6396,One pair
6397,Two pair
6398,Two pair
6399,Three of a kind
6400,High card
6401,Three of a kind
6402,Two pair
6403,One pair
6404,Two pair
6405,Two pair
6406,Two pair
6407,Two pair
6408,Two pair
6409,One pair
6410,High card
6411,One pair
6412,Two pair
6413,High card
6414,Two pair
6415,One pair
6416,One pair
6417,One pair
6418,One pair
6419,Three of a kind
6420,One pair
6421,One pair
6422,Two pair
6423,Two pair
6424,Two pair
6425,Three of a kind
6426,High card
6427,High card
6428,One pair
6429,High card
6430,One pair
6431,High card
6432,One pair
6433,One pair
6434,Two pair
6435,Three of a kind
6436,One pair
6437,One pair
6438,One pair
6439,Two pair
6440,Two pair
6441,Two pair
6442,One pair
6443,Full house
6444,Two pair
6445,One pair
6446,High card
6447,One pair
6448,One pair
6449,One pair
6450,Full house
6451,One pair
6452,One pair
6453,One pair
6454,Two pair
6455,One pair
6456,One pair
6457,Three of a kind
6458,High card
6459,One pair
6460,Straight
6461,One pair
6462,One pair
6463,One pair
6464,High card
6465,One pair
6466,Full house
6467,Straight
6468,Two pair
6469,Two pair
6470,One pair
6471,One pair
6472,One pair
6473,Three of a kind
6474,Two pair
6475,One pair
6476,One pair
6477,One pair
6478,One pair
6479,High card
6480,One pair
6481,One pair
6482,One pair
6483,Two pair
6484,One pair
6485,Two pair
6486,High card
6487,High card
6488,High card
6489,One pair
6490,One pair
6491,Two pair
6492,One pair
6493,Two pair
6494,One pair
6495,One pair
6496,Straight
6497,High card
6498,One pair
6499,Two pair
6500,Three of a kind
6501,One pair
6502,Full house
6503,Straight
6504,Straight
6505,High card
6506,Two pair
6507,High card
6508,High card
6509,One pair
6510,Three of a kind
6511,One pair
6512,One pair
6513,One pair
6514,High card
6515,Three of a kind
6516,One pair
6517,High card
6518,One pair
6519,Flush
6520,Two pair
6521,Two pair
6522,High card
6523,High card
6524,High card
6525,One pair
6526,Two pair
6527,One pair
6528,Two pair
6529,One pair
6530,One pair
6531,Straight
6532,Two pair
6533,One pair
6534,High card
6535,Two pair
6536,One pair
6537,One pair
6538,One pair
6539,Full house
6540,One pair
6541,One pair
6542,High card
6543,Three of a kind
6544,One pair
6545,One pair
6546,High card
6547,One pair
6548,One pair
6549,Full house
6550,One pair
6551,Full house
6552,Straight
6553,Full house
6554,One pair
6555,One pair
6556,One pair
6557,Straight
6558,Two pair
6559,High card
6560,One pair
6561,Two pair
6562,Two pair
6563,One pair
6564,High card
6565,Flush
6566,High card
6567,High card
6568,One pair
6569,High card
6570,One pair
6571,Two pair
6572,Two pair
6573,Two pair
6574,High card
6575,Two pair
6576,Straight
6577,Two pair
6578,Two pair
6579,One pair
6580,One pair
6581,Two pair
6582,Flush
6583,High card
6584,Two pair
6585,Three of a kind
6586,One pair
6587,One pair
6588,Two pair
6589,One pair
6590,High card
6591,One pair
6592,One pair
6593,One pair
6594,One pair
6595,One pair
6596,One pair
6597,One pair
6598,Two pair
6599,Two pair
6600,Two pair
6601,High card
6602,Two pair
6603,One pair
6604,Full house
6605,High card
6606,Full house
6607,High card
6608,One pair
6609,Two pair
6610,One pair
6611,High card
6612,One pair
6613,One pair
6614,Two pair
6615,Two pair
6616,One pair
6617,High card
6618,High card
6619,Two pair
6620,High card
6621,Two pair
6622,One pair
6623,Two pair
6624,Flush
6625,One pair
6626,One pair
6627,High card
6628,One pair
6629,Flush
6630,One pair
6631,High card
6632,Two pair
6633,One pair
6634,One pair
6635,Three of a kind
6636,High card
6637,Two pair
6638,Full house
6639,Two pair
6640,One pair
6641,One pair
6642,Full house
6643,One pair
6644,Two pair
6645,One pair
6646,One pair
6647,Two pair
6648,One pair
6649,High card
6650,Two pair
6651,One pair
6652,One pair
6653,Full house
6654,Three of a kind
6655,Two pair
6656,Three of a kind
6657,One pair
6658,One pair
6659,Two pair
6660,Two pair
6661,Three of a kind
6662,Two pair
6663,Two pair
6664,One pair
6665,One pair
6666,Three of a kind
6667,Two pair
6668,Two pair
6669,Two pair
6670,Two pair
6671,Two pair
6672,Two pair
6673,One pair
6674,One pair
6675,Two pair
6676,Two pair
6677,One pair
6678,Two pair
6679,High card
6680,High card
6681,One pair
6682,Two pair
6683,High card
6684,One pair
6685,One pair
6686,One pair
6687,One pair
6688,High card
6689,High card
6690,High card
6691,Two pair
6692,One pair
6693,One pair
6694,Two pair
6695,Two pair
6696,Three of a kind
6697,One pair
6698,Two pair
6699,Two pair
6700,One pair
6701,High card
6702,Three of a kind
6703,High card
6704,Two pair
6705,One pair
6706,High card
6707,Flush
6708,High card
6709,One pair
6710,One pair
6711,Two pair
6712,High card
6713,Three of a kind
6714,Two pair
6715,Three of a kind
6716,One pair
6717,High card
6718,One pair
6719,One pair
6720,Straight
6721,Two pair
6722,One pair
6723,One pair
6724,Two pair
6725,Two pair
6726,One pair
6727,Two pair
6728,One pair
6729,One pair
6730,One pair
6731,Three of a kind
6732,One pair
6733,One pair
6734,High card
6735,Two pair
6736,One pair
6737,One pair
6738,High card
6739,High card
6740,One pair
6741,High card
6742,One pair
6743,High card
6744,One pair
6745,Two pair
6746,Full house
6747,High card
6748,One pair
6749,High card
6750,Three of a kind
6751,High card
6752,Two pair
6753,Full house
6754,One pair
6755,High card
6756,High card
6757,One pair
6758,One pair
6759,One pair
6760,High card
6761,One pair
6762,One pair
6763,One pair
6764,Three of a kind
6765,High card
6766,Two pair
6767,High card
6768,One pair
6769,One pair
6770,One pair
6771,Full house
6772,Two pair
6773,Two pair
6774,One pair
6775,Two pair
6776,Two pair
6777,Straight
6778,One pair
6779,High card
6780,Straight
6781,One pair
6782,Two pair
6783,Two pair
6784,One pair
6785,Two pair
6786,Straight
6787,High card
6788,Two pair
6789,One pair
6790,One pair
6791,One pair
6792,One pair
6793,One pair
6794,Two pair
6795,Flush
6796,High card
6797,One pair
6798,High card
6799,One pair
6800,One pair
6801,High card
6802,One pair
6803,Two pair
6804,High card
6805,One pair
6806,One pair
6807,One pair
6808,Straight
6809,One pair
6810,One pair
6811,One pair
6812,Two pair
6813,One pair
6814,High card
6815,One pair
6816,Two pair
6817,High card
6818,One pair
6819,One pair
6820,One pair
6821,Two pair
6822,Three of a kind
6823,One pair
6824,Two pair
6825,Two pair
6826,Straight
6827,Two pair
6828,Two pair
6829,Two pair
6830,High card
6831,Two pair
6832,Two pair
6833,One pair
6834,High card
6835,High card
6836,One pair
6837,Three of a kind
6838,High card
6839,Two pair
6840,Two pair
6841,One pair
6842,One pair
6843,High card
6844,One pair
6845,Straight
6846,Full house
6847,Three of a kind
6848,High card
6849,Two pair
6850,Three of a kind
6851,One pair
6852,One pair
6853,One pair
6854,High card
6855,One pair
6856,High card
6857,Three of a kind
6858,Two pair
6859,Two pair
6860,One pair
6861,High card
6862,Two pair
6863,Two pair
6864,High card
6865,Two pair
6866,One pair
6867,One pair
6868,High card
6869,Flush
6870,Straight
6871,Full house
6872,Two pair
6873,High card
6874,Two pair
6875,One pair
6876,High card
6877,Two pair
6878,Full house
6879,One pair
6880,One pair
6881,One pair
6882,High card
6883,One pair
6884,Two pair
6885,High card
6886,High card
6887,One pair
6888,One pair
6889,Three of a kind
6890,Two pair
6891,One pair
6892,Two pair
6893,High card
6894,One pair
6895,Two pair
6896,One pair
6897,Three of a kind
6898,Two pair
6899,Two pair
6900,One pair
6901,One pair
6902,High card
6903,Two pair
6904,Two pair
6905,One pair
6906,One pair
6907,Two pair
6908,One pair
6909,One pair
6910,Flush
6911,High card
6912,One pair
6913,High card
6914,Two pair
6915,One pair
6916,High card
6917,One pair
6918,Straight
6919,One pair
6920,Straight
6921,One pair
6922,One pair
6923,One pair
6924,One pair
6925,Straight
6926,One pair
6927,High card
6928,One pair
6929,One pair
6930,Two pair
6931,One pair
6932,One pair
6933,One pair
6934,One pair
6935,Full house
6936,One pair
6937,Three of a kind
6938,Straight
6939,Two pair
6940,Three of a kind
6941,One pair
6942,High card
6943,High card
6944,One pair
6945,Straight
6946,One pair
6947,One pair
6948,Three of a kind
6949,Two pair
6950,One pair
6951,One pair
6952,High card
6953,Full house
6954,High card
6955,One pair
6956,One pair
6957,Two pair
6958,One pair
6959,One pair
6960,Two pair
6961,One pair
6962,One pair
6963,High card
6964,One pair
6965,Three of a kind
6966,Two pair
6967,High card
6968,One pair
6969,One pair
6970,High card
6971,High card
6972,One pair
6973,Two pair
6974,Flush
6975,One pair
6976,One pair
6977,High card
6978,High card
6979,High card
6980,One pair
6981,High card
6982,Three of a kind
6983,High card
6984,Three of a kind
6985,Three of a kind
6986,High card
6987,Full house
6988,One pair
6989,Two pair
6990,One pair
6991,One pair
6992,One pair
6993,One pair
6994,One pair
6995,Two pair
6996,High card
6997,One pair
6998,High card
6999,Two pair
7000,One pair
7001,One pair
7002,One pair
7003,High card
7004,One pair
7005,One pair
7006,Two pair
7007,High card
7008,High card
7009,Three of a kind
7010,One pair
7011,One pair
7012,Two pair
7013,One pair
7014,One pair
7015,One pair
7016,High card
7017,One pair
7018,High card
7019,One pair
7020,Three of a kind
7021,One pair
7022,Two pair
7023,One pair
7024,One pair
7025,Two pair
7026,One pair
7027,One pair
7028,One pair
7029,Two pair
7030,Two pair
7031,High card
7032,Two pair
7033,One pair
7034,Three of a kind
7035,High card
7036,Straight
7037,Two pair
7038,One pair
7039,High card
7040,One pair
7041,Two pair
7042,High card
7043,Two pair
7044,Two pair
7045,Straight
7046,Two pair
7047,High card
7048,Full house
7049,One pair
7050,One pair
7051,One pair
7052,High card
7053,One pair
7054,Two pair
7055,High card
7056,One pair
7057,Flush
7058,One pair
7059,One pair
7060,Two pair
7061,Three of a kind
7062,Three of a kind
7063,Three of a kind
7064,One pair
7065,Two pair
7066,High card
7067,One pair
7068,Two pair
7069,One pair
7070,Full house
7071,Two pair
7072,One pair
7073,One pair
7074,Straight
7075,One pair
7076,Straight
7077,High card
7078,Flush
7079,Two pair
7080,Two pair
7081,One pair
7082,One pair
7083,One pair
7084,Two pair
7085,One pair
7086,One pair
7087,High card
7088,One pair
7089,One pair
7090,Flush
7091,Two pair
7092,One pair
7093,One pair
7094,Two pair
7095,High card
7096,Flush
7097,Two pair
7098,One pair
7099,Full house
7100,High card
7101,Two pair
7102,One pair
7103,One pair
7104,One pair
7105,One pair
7106,One pair
7107,One pair
7108,One pair
7109,One pair
7110,One pair
7111,Two pair
7112,High card
7113,Two pair
7114,One pair
7115,Full house
7116,Two pair
7117,Two pair
7118,Two pair
7119,One pair
7120,High card
7121,One pair
7122,Full house
7123,Flush
7124,Straight
7125,One pair
7126,Straight
7127,Two pair
7128,One pair
7129,One pair
7130,High card
7131,One pair
7132,Three of a kind
7133,Two pair
7134,Two pair
7135,Two pair
7136,One pair
7137,High card
7138,One pair
7139,Two pair
7140,Two pair
7141,Two pair
7142,High card
7143,Three of a kind
7144,Two pair
7145,One pair
7146,One pair
7147,Two pair
7148,High card
7149,One pair
7150,High card
7151,Straight
7152,Straight
7153,One pair
7154,Two pair
7155,One pair
7156,One pair
7157,High card
7158,Three of a kind
7159,High card
7160,High card
7161,One pair
7162,Three of a kind
7163,High card
7164,Straight
7165,Two pair
7166,High card
7167,One pair
7168,One pair
7169,Three of a kind
7170,One pair
7171,High card
7172,Two pair
7173,Two pair
7174,High card
7175,Three of a kind
7176,Two pair
7177,Two pair
7178,High card
7179,One pair
7180,High card
7181,High card
7182,One pair
7183,One pair
7184,Two pair
7185,High card
7186,One pair
7187,High card
7188,One pair
7189,High card
7190,High card
7191,One pair
7192,Two pair
7193,One pair
7194,Two pair
7195,One pair
7196,One pair
7197,High card
7198,High card
7199,One pair
7200,One pair
7201,One pair
7202,One pair
7203,One pair
7204,Two pair
7205,One pair
7206,Two pair
7207,Three of a kind
7208,Two pair
7209,Two pair
7210,High card
7211,One pair
7212,One pair
7213,One pair
7214,Flush
7215,One pair
7216,Two pair
7217,One pair
7218,One pair
7219,Two pair
7220,Two pair
7221,High card
7222,High card
7223,Two pair
7224,One pair
7225,High card
7226,High card
7227,One pair
7228,Two pair
7229,Two pair
7230,One pair
7231,High card
7232,Flush
7233,One pair
7234,One pair
7235,One pair
7236,High card
7237,Two pair
7238,One pair
7239,One pair
7240,One pair
7241,Two pair
7242,One pair
7243,One pair
7244,One pair
7245,One pair
7246,High card
7247,High card
7248,Two pair
7249,Straight
7250,Straight
7251,Three of a kind
7252,High card
7253,One pair
7254,One pair
7255,One pair
7256,Two pair
7257,High card
7258,One pair
7259,High card
7260,One pair
7261,One pair
7262,One pair
7263,One pair
7264,Two pair
7265,High card
7266,Flush
7267,One pair
7268,One pair
7269,One pair
7270,Two pair
7271,Three of a kind
7272,High card
7273,Two pair
7274,High card
7275,High card
7276,Two pair
7277,High card
7278,Two pair
7279,High card
7280,Full house
7281,High card
7282,One pair
7283,Two pair
7284,High card
7285,High card
7286,High card
7287,High card
7288,Three of a kind
7289,One pair
7290,Two pair
7291,High card
7292,One pair
7293,Three of a kind
7294,Two pair
7295,Two pair
7296,One pair
7297,High card
7298,One pair
7299,Two pair
7300,One pair
7301,Two pair
7302,High card
7303,High card
7304,Two pair
7305,High card
7306,One pair
7307,Two pair
7308,One pair
7309,Three of a kind
7310,High card
7311,One pair
7312,Two pair
7313,Two pair
7314,One pair
7315,High card
7316,Two pair
7317,One pair
7318,One pair
7319,One pair
7320,One pair
7321,One pair
7322,High card
7323,Flush
7324,One pair
7325,Two pair
7326,High card
7327,Three of a kind
7328,One pair
7329,One pair
7330,One pair
7331,One pair
7332,Two pair
7333,One pair
7334,Two pair
7335,One pair
7336,One pair
7337,High card
7338,One pair
7339,One pair
7340,One pair
7341,One pair
7342,Full house
7343,One pair
7344,One pair
7345,Two pair
7346,One pair
7347,Two pair
7348,Straight
7349,Two pair
7350,One pair
7351,One pair
7352,Two pair
7353,One pair
7354,One pair
7355,One pair
7356,One pair
7357,One pair
7358,High card
7359,One pair
7360,One pair
7361,One pair
7362,One pair
7363,High card
7364,One pair
7365,One pair
7366,Two pair
7367,One pair
7368,One pair
7369,One pair
7370,One pair
7371,One pair
7372,Full house
7373,High card
7374,High card
7375,High card
7376,Two pair
7377,One pair
7378,One pair
7379,High card
7380,Two pair
7381,High card
7382,One pair
7383,High card
7384,One pair
7385,One pair
7386,High card
7387,One pair
7388,One pair
7389,High card
7390,One pair
7391,Three of a kind
7392,Two pair
7393,One pair
7394,One pair
7395,One pair
7396,High card
7397,One pair
7398,High card
7399,One pair
7400,One pair
7401,One pair
7402,Two pair
7403,One pair
7404,One pair
7405,High card
7406,One pair
7407,Two pair
7408,Straight
7409,High card
7410,Three of a kind
7411,Two pair
7412,One pair
7413,One pair
7414,Three of a kind
7415,One pair
7416,One pair
7417,Two pair
7418,Two pair
7419,One pair
7420,One pair
7421,High card
7422,One pair
7423,High card
7424,Two pair
7425,One pair
7426,One pair
7427,One pair
7428,One pair
7429,Three of a kind
7430,High card
7431,One pair
7432,Two pair
7433,One pair
7434,High card
7435,Full house
7436,One pair
7437,High card
7438,Three of a kind
7439,High card
7440,Three of a kind
7441,Straight
7442,Two pair
7443,One pair
7444,Two pair
7445,Three of a kind
7446,One pair
7447,High card
7448,Flush
7449,One pair
7450,High card
7451,Two pair
7452,Two pair
7453,Two pair
7454,High card
7455,High card
7456,One pair
7457,High card
7458,High card
7459,Two pair
7460,High card
7461,One pair
7462,High card
7463,One pair
7464,Two pair
7465,Two pair
7466,High card
7467,Two pair
7468,Flush
7469,One pair
7470,One pair
7471,High card
7472,Two pair
7473,One pair
7474,Two pair
7475,Two pair
7476,Two pair
7477,One pair
7478,Two pair
7479,Full house
7480,One pair
7481,One pair
7482,One pair
7483,Two pair
7484,Three of a kind
7485,One pair
7486,Two pair
7487,One pair
7488,Three of a kind
7489,Two pair
7490,Two pair
7491,High card
7492,Straight
7493,One pair
7494,High card
7495,One pair
7496,Two pair
7497,One pair
7498,One pair
7499,Two pair
7500,High card
7501,One pair
7502,One pair
7503,One pair
7504,High card
7505,One pair
7506,High card
7507,One pair
7508,One pair
7509,Two pair
7510,High card
7511,One pair
7512,High card
7513,Two pair
7514,Three of a kind
7515,One pair
7516,One pair
7517,Two pair
7518,Straight
7519,High card
7520,Flush
7521,One pair
7522,One pair
7523,One pair
7524,Two pair
7525,One pair
7526,High card
7527,Straight
7528,One pair
7529,One pair
7530,One pair
7531,Three of a kind
7532,Two pair
7533,High card
7534,High card
7535,Three of a kind
7536,One pair
7537,High card
7538,One pair
7539,Two pair
7540,Two pair
7541,One pair
7542,One pair
7543,Two pair
7544,One pair
7545,One pair
7546,Two pair
7547,One pair
7548,One pair
7549,One pair
7550,Three of a kind
7551,High card
7552,One pair
7553,One pair
7554,High card
7555,Two pair
7556,Two pair
7557,Two pair
7558,One pair
7559,High card
7560,One pair
7561,Full house
7562,Two pair
7563,One pair
7564,High card
7565,High card
7566,Two pair
7567,Flush
7568,Two pair
7569,One pair
7570,One pair
7571,High card
7572,High card
7573,One pair
7574,Two pair
7575,Two pair
7576,Three of a kind
7577,One pair
7578,Two pair
7579,Three of a kind
7580,One pair
7581,Full house
7582,High card
7583,One pair
7584,One pair
7585,One pair
7586,High card
7587,Full house
7588,Flush
7589,One pair
7590,High card
7591,One pair
7592,One pair
7593,Two pair
7594,Three of a kind
7595,Two pair
7596,One pair
7597,One pair
7598,Straight
7599,One pair
7600,Four of a kind
7601,Three of a kind
7602,One pair
7603,One pair
7604,Straight
7605,High card
7606,One pair
7607,One pair
7608,One pair
7609,One pair
7610,One pair
7611,One pair
7612,Two pair
7613,One pair
7614,Two pair
7615,One pair
7616,One pair
7617,One pair
7618,Two pair
7619,One pair
7620,Two pair
7621,Two pair
7622,Three of a kind
7623,Two pair
7624,High card
7625,Two pair
7626,Two pair
7627,One pair
7628,One pair
7629,One pair
7630,High card
7631,One pair
7632,One pair
7633,Three of a kind
7634,One pair
7635,Flush
7636,Four of a kind
7637,Straight
7638,One pair
7639,One pair
7640,Straight
7641,One pair
7642,One pair
7643,Two pair
7644,Three of a kind
7645,One pair
7646,High card
7647,Flush
7648,One pair
7649,High card
7650,High card
7651,High card
7652,Three of a kind
7653,Flush
7654,Two pair
7655,One pair
7656,Full house
7657,One pair
7658,One pair
7659,High card
7660,One pair
7661,Full house
7662,One pair
7663,Two pair
7664,One pair
7665,High card
7666,One pair
7667,Two pair
7668,One pair
7669,One pair
7670,One pair
7671,Two pair
7672,High card
7673,Two pair
7674,One pair
7675,Two pair
7676,One pair
7677,Two pair
7678,One pair
7679,One pair
7680,High card
7681,One pair
7682,High card
7683,High card
7684,One pair
7685,One pair
7686,Two pair
7687,One pair
7688,Two pair
7689,Two pair
7690,One pair
7691,High card
7692,Straight
7693,Two pair
7694,Two pair
7695,Three of a kind
7696,Two pair
7697,One pair
7698,Two pair
7699,Two pair
7700,Three of a kind
7701,One pair
7702,High card
7703,One pair
7704,Three of a kind
7705,One pair
7706,One pair
7707,Full house
7708,High card
7709,One pair
7710,One pair
7711,Three of a kind
7712,One pair
7713,Two pair
7714,Straight
7715,One pair
7716,One pair
7717,One pair
7718,Two pair
7719,Two pair
7720,High card
7721,Two pair
7722,Two pair
7723,One pair
7724,Three of a kind
7725,One pair
7726,High card
7727,Two pair
7728,High card
7729,High card
7730,High card
7731,Two pair
7732,One pair
7733,One pair
7734,High card
7735,One pair
7736,One pair
7737,Flush
7738,One pair
7739,One pair
7740,Three of a kind
7741,One pair
7742,One pair
7743,High card
7744,High card
7745,Two pair
7746,Three of a kind
7747,One pair
7748,Straight
7749,One pair
7750,Two pair
7751,One pair
7752,Straight
7753,One pair
7754,One pair
7755,One pair
7756,One pair
7757,One pair
7758,High card
7759,Three of a kind
7760,Straight
7761,One pair
7762,One pair
7763,Three of a kind
7764,Full house
7765,One pair
7766,Two pair
7767,Two pair
7768,Three of a kind
7769,Three of a kind
7770,Three of a kind
7771,High card
7772,Two pair
7773,One pair
7774,One pair
7775,Two pair
7776,Full house
7777,One pair
7778,One pair
7779,Full house
7780,Three of a kind
7781,High card
7782,One pair
7783,Two pair
7784,Two pair
7785,High card
7786,High card
7787,Flush
7788,Full house
7789,One pair
7790,High card
7791,Two pair
7792,Flush
7793,Two pair
7794,One pair
7795,Two pair
7796,High card
7797,One pair
7798,One pair
7799,One pair
7800,Full house
7801,One pair
7802,One pair
7803,Two pair
7804,One pair
7805,One pair
7806,One pair
7807,One pair
7808,One pair
7809,One pair
7810,Flush
7811,One pair
7812,High card
7813,Three of a kind
7814,High card
7815,One pair
7816,One pair
7817,Straight
7818,Three of a kind
7819,One pair
7820,One pair
7821,High card
7822,One pair
7823,Three of a kind
7824,One pair
7825,One pair
7826,One pair
7827,One pair
7828,One pair
7829,One pair
7830,Two pair
7831,One pair
7832,Flush
7833,One pair
7834,High card
7835,One pair
7836,One pair
7837,One pair
7838,Two pair
7839,One pair
7840,One pair
7841,Two pair
7842,One pair
7843,High card
7844,One pair
7845,One pair
7846,Full house
7847,One pair
7848,One pair
7849,Flush
7850,Two pair
7851,One pair
7852,Two pair
7853,High card
7854,Three of a kind
7855,Four of a kind
7856,Two pair
7857,Two pair
7858,One pair
7859,One pair
7860,One pair
7861,High card
7862,Two pair
7863,Two pair
7864,Two pair
7865,Full house
7866,High card
7867,Three of a kind
7868,One pair
7869,Two pair
7870,Two pair
7871,Two pair
7872,One pair
7873,High card
7874,Two pair
7875,One pair
7876,Straight
7877,High card
7878,One pair
7879,One pair
7880,One pair
7881,Two pair
7882,One pair
7883,Three of a kind
7884,Two pair
7885,One pair
7886,Two pair
7887,Two pair
